# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
3.214,73.737,22.648,-10.662,25.094,10.664,21.109,0.002,21.109,0.006,10.808,0.215,28.61,-80.6,9.792,1.133,-0,-17.855,-0.001,334.036,11,0.001,0,202.361,143.647,1.707,0.076,472107.393,0,0.286,0.745,0.747,0.255,0.369,0.121,0.227,0.388,0,0,0,0,0,-0.001,0.003,34.4,9.294,59.41,0.009,1.982,14.521,1004.602,340.098,0.016,0.079
3.228,74.053,22.499,-10.659,24.959,10.661,21.26,0.002,21.26,0.006,10.805,0.206,28.61,-80.6,9.792,1.185,-0,-13.767,-0,334.036,11,0.001,0,202.315,143.647,1.705,0.076,469779.034,0,0.283,0.744,0.748,0.255,0.369,0.121,0.237,0.405,0,0,0,0,0,-0.001,0.003,34.4,9.294,59.189,0.01,1.989,14.519,1004.565,340.097,0.014,0.08
3.242,74.356,22.355,-10.649,24.828,10.651,21.406,0.002,21.406,0.006,10.802,0.208,28.61,-80.6,9.792,1.178,0,-9.79,-0.006,334.036,11,0.001,0,202.321,143.647,1.706,0.076,467533.148,0,0.28,0.744,0.747,0.255,0.369,0.121,0.236,0.402,-0,0,0,0,0,-0,0.003,34.4,9.294,59.03,0.01,1.996,14.517,1004.529,340.096,0.014,0.08
3.256,74.662,22.208,-10.635,24.695,10.637,21.555,0.002,21.555,0.006,10.799,0.215,28.61,-80.6,9.792,1.137,-0,-5.903,-0.002,334.036,11,0.001,0,202.357,143.647,1.707,0.075,465154.954,0,0.277,0.744,0.747,0.255,0.369,0.121,0.227,0.388,-0,0,0,0,0,-0,0.003,34.4,9.294,58.923,0.01,1.992,14.515,1004.493,340.095,0.014,0.08
3.27,74.981,22.055,-10.617,24.556,10.619,21.711,0.002,21.711,0.006,10.796,0.226,28.61,-80.6,9.792,1.068,-0,-2.021,-0.002,334.036,11,0.001,0,202.419,143.647,1.708,0.075,462518.825,0,0.274,0.744,0.747,0.255,0.369,0.121,0.213,0.364,0,0,0,0,0,-0,0.003,34.4,9.294,58.866,0.01,1.971,14.513,1004.456,340.094,0.014,0.081
3.286,75.322,21.891,-10.591,24.407,10.594,21.878,0.002,21.878,0.006,10.793,0.248,28.61,-80.6,9.792,0.935,-0,1.719,-0.003,334.036,11,0.001,0,202.539,143.647,1.712,0.074,459685.837,0,0.271,0.744,0.746,0.255,0.369,0.121,0.186,0.319,-0,0,0,0,0,0,0.003,34.4,9.294,58.865,0.01,1.948,14.51,1004.416,340.092,0.016,0.081
3.303,75.713,21.701,-10.554,24.234,10.558,22.072,0.002,22.072,0.006,10.788,0.285,28.61,-80.6,9.792,0.711,-0,5.24,-0.003,334.036,11,0.001,0,202.742,143.647,1.718,0.074,456427.635,0,0.266,0.744,0.745,0.255,0.369,0.121,0.141,0.243,0,0,0,0,0,0,0.003,34.4,9.294,58.929,0.01,1.924,14.508,1004.37,340.091,0.018,0.081
3.327,76.231,21.448,-10.498,24.005,10.504,22.33,0.002,22.33,0.006,10.78,0.348,28.61,-80.6,9.792,0.318,-0,8.098,-0.011,334.036,11,0.001,0,203.103,143.647,1.728,0.073,452168.38,0,0.261,0.744,0.744,0.255,0.368,0.121,0.063,0.108,0,0,0,0,0,0,0.003,34.4,9.294,59.095,0.009,1.899,14.504,1004.309,340.089,0.024,0.081
3.363,76.996,21.072,-10.409,23.663,10.419,22.718,0.002,22.718,0.006,10.766,0.456,28.61,-80.6,9.792,0.38,0,-7.934,0.002,334.036,11,0.001,0,203.045,143.647,1.727,0.072,446080.194,0,0.254,0.744,0.744,0.255,0.368,0.121,0.075,0.13,-0,0,0,0,0,-0,0.003,34.4,9.294,59.402,0.008,1.892,14.5,1004.22,340.086,0.036,0.082
3.408,77.93,20.608,-10.313,23.24,10.33,23.2,0.002,23.2,0.006,10.742,0.576,28.61,-80.6,9.792,1.167,0,0.322,0.012,334.036,11,0.001,0,202.327,143.647,1.706,0.071,439062.876,0,0.247,0.743,0.746,0.255,0.368,0.121,0.233,0.398,0,0,0,0,0,0,0.003,34.4,9.294,59.602,0.007,1.938,14.493,1004.11,340.082,0.045,0.082
3.424,78.242,20.451,-10.289,23.097,10.307,23.364,0.002,23.364,0.006,10.733,0.604,28.61,-80.6,9.792,1.36,-0,4.513,0.008,334.036,11,0.001,0,202.155,143.647,1.701,0.071,436602.299,0,0.244,0.743,0.747,0.255,0.368,0.121,0.273,0.464,-0,0,0,0,0,0,0.003,34.4,9.294,59.566,0.007,1.944,14.491,1004.073,340.081,0.015,0.082
3.437,78.521,20.311,-10.275,22.968,10.293,23.51,0.002,23.51,0.006,10.725,0.613,28.61,-80.6,9.792,1.442,-0,8.632,0.009,334.036,11,0.001,0,202.081,143.647,1.699,0.07,434398.507,0,0.242,0.743,0.748,0.255,0.368,0.121,0.29,0.491,0,0,0,0,0,0,0.003,34.4,9.294,59.476,0.007,1.95,14.49,1004.041,340.08,0.014,0.082
3.45,78.785,20.177,-10.266,22.846,10.285,23.65,0.002,23.65,0.006,10.717,0.613,28.61,-80.6,9.792,1.469,-0,12.66,0.012,334.036,11,0.001,0,202.057,143.647,1.698,0.07,432306.898,0,0.24,0.743,0.748,0.255,0.368,0.121,0.295,0.501,-0,0,0,0,0,0.001,0.003,34.4,9.294,59.337,0.006,1.956,14.488,1004.01,340.079,0.013,0.083
3.463,79.045,20.044,-10.259,22.725,10.277,23.789,0.003,23.789,0.006,10.709,0.611,28.61,-80.6,9.792,1.484,-0,16.673,0.01,334.036,11,0.001,0,202.043,143.647,1.698,0.07,430424.591,0,0.238,0.743,0.748,0.255,0.367,0.121,0.298,0.505,0,0,0,0,0,0.001,0.003,34.4,9.294,59.148,0.007,1.98,14.486,1003.979,340.078,0.013,0.083
3.476,79.304,19.911,-10.255,22.605,10.273,23.927,0.003,23.927,0.006,10.701,0.602,28.61,-80.6,9.792,1.449,-0,20.611,0.01,334.036,11,0.001,0,202.074,143.647,1.698,0.069,428549.34,0,0.236,0.743,0.747,0.255,0.367,0.121,0.291,0.492,-0,0,0,0,0,0.002,0.003,34.4,9.294,58.906,0.007,2.005,14.485,1003.949,340.077,0.013,0.083
3.489,79.569,19.774,-10.256,22.48,10.273,24.07,0.003,24.07,0.006,10.693,0.585,28.61,-80.6,9.792,1.363,-0,24.486,0.005,334.036,11,0.001,0,202.151,143.647,1.701,0.069,426615.605,0,0.233,0.743,0.747,0.255,0.367,0.121,0.273,0.462,0,0,0,0,0,0.003,0.003,34.4,9.294,58.604,0.007,2.03,14.483,1003.918,340.075,0.013,0.083
3.504,79.853,19.627,-10.261,22.347,10.277,24.224,0.003,24.224,0.006,10.685,0.559,28.61,-80.6,9.792,1.222,-0,28.259,0.007,334.036,11,0.001,0,202.277,143.647,1.704,0.069,424565.275,0,0.231,0.743,0.746,0.255,0.367,0.121,0.245,0.413,0,0,0,0,0,0.004,0.003,34.4,9.294,58.224,0.007,2.06,14.481,1003.885,340.074,0.014,0.084
3.52,80.17,19.46,-10.271,22.196,10.285,24.398,0.003,24.398,0.006,10.676,0.524,28.61,-80.6,9.792,1.018,-0,31.911,-0.002,334.036,11,0.001,0,202.46,143.647,1.71,0.068,422316.856,0,0.228,0.742,0.745,0.255,0.367,0.121,0.203,0.342,-0,0,0,0,0,0.005,0.003,34.4,9.294,57.733,0.008,2.099,14.479,1003.847,340.073,0.016,0.084
3.54,80.555,19.255,-10.289,22.012,10.3,24.61,0.003,24.61,0.006,10.666,0.474,28.61,-80.6,9.792,0.705,-0,35.263,-0.014,334.036,11,0.001,0,202.744,143.647,1.718,0.068,419591.267,0,0.225,0.742,0.743,0.255,0.367,0.121,0.14,0.234,-0,0,0,0,0,0.006,0.003,34.4,9.294,57.064,0.008,2.146,14.476,1003.802,340.072,0.02,0.084
3.569,81.118,18.951,-10.326,21.74,10.333,24.924,0.003,24.924,0.006,10.653,0.39,28.61,-80.6,9.792,0.131,0,37.572,-0.101,334.036,11,0.001,0,203.273,143.647,1.733,0.067,415402.82,0,0.22,0.742,0.742,0.255,0.367,0.121,0.026,0.037,-0,0,0,0,0,0.007,0.003,34.4,9.294,55.979,0.009,2.199,14.473,1003.736,340.069,0.03,0.084
3.614,81.947,18.493,-10.391,21.335,10.394,25.395,0.003,25.395,0.006,10.639,0.264,28.61,-80.6,9.792,0.795,-0,-34.594,-0.025,334.036,11,0.001,0,202.661,143.647,1.716,0.066,408644.539,0,0.213,0.742,0.743,0.255,0.367,0.121,0.158,0.278,0,0,0,0,0,-0.007,0.003,34.4,9.294,54.352,0.011,2.226,14.467,1003.639,340.066,0.044,0.085
3.639,82.41,18.231,-10.43,21.105,10.432,25.663,0.003,25.663,0.006,10.633,0.194,28.61,-80.6,9.792,1.331,-0,-29.45,-0.019,334.036,11,0.001,0,202.177,143.647,1.701,0.066,404301.157,0,0.209,0.742,0.746,0.255,0.366,0.121,0.267,0.459,0,0,0,0,0,-0.005,0.003,34.4,9.294,53.54,0.011,2.19,14.464,1003.585,340.064,0.025,0.085
3.655,82.701,18.063,-10.447,20.959,10.448,25.834,0.003,25.834,0.006,10.63,0.163,28.61,-80.6,9.792,1.585,0,-25.104,-0.018,334.036,11,0.001,0,201.951,143.647,1.695,0.065,401512.169,0,0.207,0.742,0.747,0.255,0.366,0.121,0.319,0.544,0,0,0,0,0,-0.004,0.003,34.4,9.294,53.102,0.011,2.164,14.462,1003.551,340.063,0.016,0.085
3.669,82.949,17.919,-10.456,20.834,10.456,25.98,0.003,25.98,0.006,10.628,0.143,28.61,-80.6,9.792,1.749,-0,-20.911,-0.012,334.036,11,0.001,0,201.806,143.647,1.691,0.065,399066.792,0,0.205,0.741,0.748,0.255,0.366,0.121,0.353,0.598,-0,0,0,0,0,-0.002,0.003,34.4,9.294,52.785,0.011,2.137,14.461,1003.522,340.062,0.014,0.085
3.681,83.175,17.787,-10.458,20.719,10.458,26.115,0.003,26.115,0.006,10.627,0.131,28.61,-80.6,9.792,1.844,0,-16.817,-0.016,334.036,11,0.001,0,201.723,143.647,1.688,0.064,396820.481,0,0.202,0.741,0.749,0.255,0.366,0.121,0.373,0.631,0,0,0,0,0,-0.002,0.003,34.4,9.294,52.546,0.011,2.112,14.459,1003.495,340.061,0.013,0.086
3.694,83.391,17.659,-10.454,20.609,10.455,26.244,0.003,26.244,0.007,10.625,0.127,28.61,-80.6,9.792,1.884,-0,-12.785,-0.011,334.036,11,0.001,0,201.687,143.647,1.687,0.064,394667.007,0,0.2,0.741,0.749,0.255,0.366,0.121,0.381,0.644,0,0,0,0,0,-0.001,0.003,34.4,9.294,52.366,0.011,2.088,14.458,1003.47,340.06,0.012,0.086
3.706,83.603,17.533,-10.442,20.501,10.442,26.372,0.003,26.372,0.007,10.624,0.134,28.61,-80.6,9.792,1.828,-0,-8.809,-0.01,334.036,11,0.001,0,201.736,143.647,1.689,0.064,392767.261,0,0.198,0.741,0.748,0.255,0.366,0.121,0.369,0.624,-0,0,0,0,0,-0,0.003,34.4,9.294,52.236,0.011,2.086,14.457,1003.445,340.06,0.012,0.086
3.718,83.822,17.402,-10.419,20.388,10.42,26.506,0.003,26.506,0.007,10.622,0.154,28.61,-80.6,9.792,1.664,-0,-5.013,-0.009,334.036,11,0.001,0,201.88,143.647,1.693,0.063,391064.832,0,0.196,0.741,0.747,0.255,0.366,0.121,0.335,0.568,0,0,0,0,0,-0,0.003,34.4,9.294,52.149,0.011,2.109,14.455,1003.419,340.059,0.013,0.086
3.732,84.064,17.257,-10.388,20.263,10.39,26.654,0.003,26.654,0.007,10.619,0.182,28.61,-80.6,9.792,1.429,-0,-1.3,-0.009,334.036,11,0.001,0,202.088,143.647,1.699,0.063,389187.995,0,0.194,0.741,0.745,0.255,0.366,0.121,0.287,0.487,0,0,0,0,0,-0,0.003,34.4,9.294,52.106,0.011,2.134,14.454,1003.391,340.058,0.014,0.086
3.749,84.346,17.087,-10.348,20.116,10.35,26.828,0.003,26.828,0.007,10.616,0.221,28.61,-80.6,9.792,1.091,-0,2.218,-0.008,334.036,11,0.001,0,202.391,143.647,1.708,0.063,386994.979,0,0.191,0.741,0.744,0.255,0.366,0.121,0.218,0.372,0,0,0,0,0,0,0.003,34.4,9.294,52.115,0.011,2.164,14.452,1003.358,340.057,0.016,0.087
3.77,84.714,16.863,-10.294,19.924,10.297,27.058,0.003,27.058,0.007,10.611,0.273,28.61,-80.6,9.792,0.615,-0,5.313,-0.014,334.036,11,0.001,0,202.823,143.647,1.72,0.062,383887.364,0,0.188,0.741,0.742,0.255,0.365,0.121,0.122,0.21,0,0,0,0,0,0,0.003,34.4,9.294,52.2,0.01,2.183,14.449,1003.314,340.055,0.022,0.087
3.803,85.257,16.53,-10.213,19.637,10.219,27.403,0.003,27.403,0.007,10.6,0.354,28.61,-80.6,9.792,0.156,0,-6.455,0.001,334.036,11,0.001,0,203.247,143.647,1.733,0.061,379178.662,0,0.183,0.74,0.741,0.255,0.365,0.12,0.031,0.053,0,0,0,0,0,-0,0.003,34.4,9.294,52.405,0.009,2.203,14.446,1003.251,340.053,0.033,0.087
3.852,86.052,16.033,-10.122,19.21,10.132,27.92,0.003,27.92,0.007,10.581,0.437,28.61,-80.6,9.792,1.032,-0,-1.572,0.018,334.036,11,0.001,0,202.443,143.647,1.709,0.06,371170.083,0,0.176,0.74,0.742,0.255,0.365,0.12,0.206,0.351,0,0,0,0,0,-0,0.003,34.4,9.294,52.632,0.008,2.142,14.441,1003.158,340.05,0.049,0.087
3.876,86.436,15.789,-10.082,19.001,10.093,28.176,0.003,28.176,0.007,10.57,0.475,28.61,-80.6,9.792,1.438,-0,3.021,0.012,334.036,11,0.001,0,202.079,143.647,1.699,0.06,367508.924,0,0.173,0.74,0.744,0.255,0.365,0.12,0.289,0.491,0,0,0,0,0,0,0.003,34.4,9.294,52.617,0.008,2.136,14.438,1003.112,340.048,0.024,0.087
3.894,86.722,15.606,-10.06,18.844,10.072,28.368,0.003,28.368,0.007,10.561,0.492,28.61,-80.6,9.792,1.645,-0,7.29,0.011,334.036,11,0.001,0,201.895,143.647,1.693,0.059,364764.92,0,0.17,0.74,0.746,0.255,0.365,0.12,0.331,0.56,-0,0,0,0,0,0,0.003,34.4,9.294,52.524,0.008,2.132,14.436,1003.079,340.047,0.018,0.088
3.91,86.974,15.443,-10.041,18.705,10.054,28.539,0.003,28.539,0.007,10.553,0.507,28.61,-80.6,9.792,1.821,-0,11.448,0.007,334.036,11,0.001,0,201.74,143.647,1.689,0.059,362645.664,0,0.169,0.74,0.747,0.255,0.364,0.12,0.368,0.62,-0,0,0,0,0,0.001,0.003,34.4,9.294,52.372,0.008,2.155,14.435,1003.049,340.046,0.016,0.088
3.925,87.201,15.295,-10.026,18.578,10.04,28.696,0.003,28.696,0.007,10.545,0.518,28.61,-80.6,9.792,1.955,-0,15.6,0.007,334.036,11,0.001,0,201.622,143.647,1.685,0.059,360887.803,0,0.167,0.74,0.748,0.255,0.364,0.12,0.396,0.665,0,0,0,0,0,0.002,0.002,34.4,9.294,52.172,0.008,2.19,14.433,1003.023,340.045,0.015,0.088
3.939,87.414,15.155,-10.016,18.459,10.03,28.843,0.004,28.843,0.007,10.538,0.523,28.61,-80.6,9.792,2.026,-0,19.66,0.005,334.036,11,0.001,0,201.56,143.647,1.683,0.058,359244.037,0,0.166,0.74,0.748,0.255,0.364,0.12,0.411,0.689,0,0,0,0,0,0.003,0.002,34.4,9.294,51.926,0.008,2.224,14.432,1002.998,340.045,0.014,0.088
3.953,87.619,15.018,-10.011,18.343,10.025,28.986,0.004,28.986,0.007,10.531,0.519,28.61,-80.6,9.792,2.028,-0,23.666,0.001,334.036,11,0.001,0,201.558,143.647,1.683,0.058,357571.963,0,0.164,0.739,0.748,0.255,0.364,0.12,0.411,0.688,-0,0,0,0,0,0.004,0.002,34.4,9.294,51.631,0.008,2.25,14.43,1002.974,340.044,0.014,0.089
3.966,87.825,14.881,-10.015,18.226,10.027,29.131,0.004,29.131,0.007,10.524,0.502,28.61,-80.6,9.792,1.913,-0,27.53,-0.001,334.036,11,0.001,0,201.659,143.647,1.686,0.058,355539.906,0,0.162,0.739,0.747,0.255,0.364,0.12,0.387,0.647,-0,0,0,0,0,0.005,0.002,34.4,9.294,51.279,0.008,2.246,14.429,1002.95,340.043,0.014,0.089
3.981,88.043,14.733,-10.023,18.101,10.034,29.286,0.004,29.286,0.007,10.517,0.478,28.61,-80.6,9.792,1.735,-0,31.319,-0,334.036,11,0.001,0,201.814,143.647,1.691,0.057,353364.815,0,0.16,0.739,0.746,0.255,0.364,0.12,0.35,0.585,0,0,0,0,0,0.007,0.002,34.4,9.294,50.843,0.009,2.241,14.428,1002.924,340.042,0.015,0.089
3.998,88.286,14.567,-10.035,17.962,10.045,29.46,0.004,29.46,0.007,10.509,0.448,28.61,-80.6,9.792,1.479,-0,34.998,-0.004,334.036,11,0.001,0,202.041,143.647,1.697,0.057,350938.025,0,0.157,0.739,0.744,0.255,0.364,0.12,0.297,0.496,-0,0,0,0,0,0.009,0.002,34.4,9.294,50.293,0.009,2.237,14.426,1002.896,340.041,0.017,0.089
4.017,88.573,14.368,-10.054,17.796,10.062,29.669,0.004,29.669,0.007,10.501,0.409,28.61,-80.6,9.792,1.13,-0,38.482,-0.012,334.036,11,0.001,0,202.352,143.647,1.707,0.056,348165.884,0,0.154,0.739,0.742,0.255,0.364,0.12,0.226,0.374,-0,0,0,0,0,0.011,0.002,34.4,9.294,49.563,0.01,2.24,14.424,1002.862,340.04,0.02,0.089
4.044,88.953,14.099,-10.084,17.573,10.09,29.949,0.004,29.949,0.007,10.49,0.354,28.61,-80.6,9.792,0.591,-0,41.454,-0.03,334.036,11,0.001,0,202.842,143.647,1.721,0.056,344484.54,0,0.151,0.739,0.74,0.255,0.364,0.12,0.117,0.188,-0,0,0,0,0,0.013,0.002,34.4,9.294,48.49,0.011,2.247,14.422,1002.817,340.039,0.027,0.09
4.084,89.509,13.694,-10.135,17.243,10.138,30.368,0.004,30.368,0.007,10.478,0.275,28.61,-80.6,9.792,0.295,-0,-41.921,-0.087,334.036,11,0.001,0,203.114,143.647,1.729,0.055,338838.392,0,0.146,0.738,0.739,0.255,0.363,0.12,0.058,0.115,0,0,0,0,0,-0.014,0.002,34.4,9.294,46.803,0.012,2.242,14.418,1002.752,340.036,0.04,0.09
4.134,90.181,13.186,-10.205,16.835,10.206,30.892,0.004,30.892,0.007,10.467,0.181,28.61,-80.6,9.792,1.465,-0,-36.201,-0.007,334.036,11,0.001,0,202.052,143.647,1.698,0.054,330527.921,0,0.139,0.738,0.743,0.255,0.363,0.12,0.294,0.51,0,0,0,0,0,-0.011,0.002,34.4,9.294,44.82,0.013,2.126,14.414,1002.673,340.034,0.05,0.09
4.155,90.458,12.969,-10.231,16.663,10.232,31.114,0.004,31.114,0.007,10.463,0.147,28.61,-80.6,9.792,1.924,-0,-31.66,-0.013,334.036,11,0.001,0,201.646,143.647,1.686,0.053,326685.779,0,0.137,0.738,0.746,0.255,0.363,0.12,0.389,0.665,-0,0,0,0,0,-0.009,0.002,34.4,9.294,44.099,0.013,2.05,14.412,1002.641,340.033,0.021,0.09
4.172,90.677,12.795,-10.246,16.527,10.247,31.292,0.004,31.292,0.007,10.461,0.126,28.61,-80.6,9.792,2.222,-0,-27.384,-0.014,334.036,11,0.001,0,201.387,143.647,1.678,0.052,323419.146,0,0.134,0.738,0.748,0.255,0.362,0.12,0.451,0.764,0,0,0,0,0,-0.006,0.002,34.4,9.294,43.597,0.013,1.973,14.411,1002.615,340.032,0.017,0.091
4.188,90.87,12.64,-10.254,16.406,10.255,31.45,0.004,31.45,0.007,10.459,0.112,28.61,-80.6,9.792,2.417,-0,-23.243,-0.014,334.036,11,0.001,0,201.218,143.647,1.674,0.052,320520.237,0,0.132,0.737,0.75,0.255,0.362,0.12,0.493,0.83,-0,0,0,0,0,-0.005,0.002,34.4,9.294,43.214,0.013,1.905,14.409,1002.593,340.031,0.015,0.091
4.202,91.048,12.494,-10.254,16.293,10.255,31.598,0.004,31.598,0.007,10.457,0.105,28.61,-80.6,9.792,2.517,-0,-19.174,-0.011,334.036,11,0.001,0,201.133,143.647,1.671,0.052,317924.025,0,0.13,0.737,0.75,0.255,0.362,0.12,0.514,0.862,0,0,0,0,0,-0.003,0.002,34.4,9.294,42.913,0.013,1.851,14.408,1002.572,340.03,0.014,0.091
4.216,91.22,12.352,-10.239,16.183,10.24,31.743,0.004,31.743,0.008,10.456,0.114,28.61,-80.6,9.792,2.402,-0,-15.285,-0.01,334.036,11,0.001,0,201.231,143.647,1.674,0.051,316233.148,0,0.129,0.737,0.749,0.255,0.362,0.12,0.489,0.821,0,0,0,0,0,-0.002,0.002,34.4,9.294,42.674,0.013,1.864,14.407,1002.551,340.03,0.014,0.091
4.23,91.401,12.201,-10.219,16.067,10.22,31.897,0.004,31.897,0.008,10.454,0.127,28.61,-80.6,9.792,2.219,-0,-11.452,-0.01,334.036,11,0.001,0,201.389,143.647,1.679,0.051,314453.697,0,0.127,0.737,0.747,0.255,0.362,0.12,0.451,0.758,0,0,0,0,0,-0.001,0.002,34.4,9.294,42.478,0.013,1.877,14.406,1002.53,340.029,0.015,0.091
4.246,91.597,12.037,-10.192,15.941,10.193,32.066,0.004,32.066,0.008,10.452,0.144,28.61,-80.6,9.792,1.954,-0,-7.708,-0.009,334.036,11,0.001,0,201.619,143.647,1.685,0.051,312521.949,0,0.125,0.737,0.745,0.255,0.362,0.12,0.395,0.667,0,0,0,0,0,-0.001,0.002,34.4,9.294,42.324,0.013,1.892,14.405,1002.507,340.028,0.016,0.092
4.265,91.818,11.848,-10.153,15.797,10.155,32.26,0.004,32.26,0.008,10.449,0.172,28.61,-80.6,9.792,1.528,-0,-4.145,-0.009,334.036,11,0.001,0,201.994,143.647,1.696,0.05,310607.209,0,0.123,0.737,0.742,0.255,0.362,0.12,0.307,0.521,-0,0,0,0,0,-0,0.002,34.4,9.294,42.216,0.012,1.931,14.403,1002.481,340.027,0.019,0.092
4.289,92.1,11.604,-10.098,15.613,10.101,32.511,0.004,32.511,0.008,10.444,0.212,28.61,-80.6,9.792,0.874,-0,-1.028,-0.01,334.036,11,0.001,0,202.581,143.647,1.713,0.05,308255.574,0,0.121,0.737,0.738,0.255,0.362,0.12,0.174,0.298,0,0,0,0,0,-0,0.002,34.4,9.294,42.157,0.012,1.988,14.401,1002.448,340.026,0.024,0.092
4.325,92.512,11.241,-10.025,15.339,10.029,32.888,0.004,32.888,0.008,10.436,0.263,28.61,-80.6,9.792,0.038,-0,-0.394,0.008,334.036,11,0.001,0,203.351,143.647,1.736,0.049,303856.485,0,0.117,0.736,0.736,0.255,0.361,0.12,0.007,0.013,-0,0,0,0,0,-0,0.002,34.4,9.294,42.159,0.012,2.001,14.399,1002.4,340.024,0.036,0.092
4.375,93.062,10.743,-9.931,14.967,9.936,33.409,0.005,33.409,0.008,10.421,0.333,28.61,-80.6,9.792,1.313,-0,2.813,0.013,334.036,11,0.001,0,202.184,143.647,1.702,0.048,298053.335,0,0.113,0.736,0.74,0.255,0.361,0.12,0.263,0.447,0,0,0,0,0,0,0.002,34.4,9.294,42.126,0.011,2.03,14.395,1002.335,340.022,0.05,0.092
4.405,93.377,10.448,-9.879,14.749,9.886,33.719,0.005,33.719,0.008,10.41,0.372,28.61,-80.6,9.792,2.027,-0,7.887,0.012,334.036,11,0.001,0,201.554,143.647,1.683,0.048,294964.848,0,0.111,0.736,0.745,0.255,0.361,0.12,0.411,0.691,-0,0,0,0,0,0.001,0.002,34.4,9.294,41.971,0.011,2.068,14.393,1002.298,340.021,0.03,0.093
4.425,93.585,10.25,-9.857,14.604,9.864,33.928,0.005,33.928,0.008,10.403,0.385,28.61,-80.6,9.792,2.324,-0,12.141,0.013,334.036,11,0.001,0,201.297,143.647,1.676,0.047,292381.576,0,0.11,0.736,0.747,0.255,0.361,0.12,0.473,0.791,0,0,0,0,0,0.002,0.002,34.4,9.294,41.771,0.01,2.055,14.392,1002.274,340.02,0.02,0.093
4.443,93.767,10.074,-9.842,14.476,9.849,34.114,0.005,34.114,0.008,10.396,0.391,28.61,-80.6,9.792,2.515,-0,16.283,0.012,334.036,11,0.001,0,201.132,143.647,1.671,0.047,290099.915,0,0.108,0.736,0.749,0.255,0.361,0.12,0.513,0.855,-0,0,0,0,0,0.003,0.002,34.4,9.294,41.517,0.01,2.044,14.391,1002.253,340.02,0.018,0.093
4.46,93.934,9.909,-9.825,14.357,9.833,34.289,0.005,34.289,0.008,10.389,0.401,28.61,-80.6,9.792,2.727,-0,20.373,0.012,334.036,11,0.001,0,200.951,143.647,1.666,0.047,288586.035,0,0.107,0.736,0.751,0.255,0.36,0.12,0.558,0.925,0,0,0,0,0,0.005,0.002,34.4,9.294,41.209,0.01,2.076,14.389,1002.233,340.019,0.017,0.093
4.475,94.088,9.755,-9.809,14.246,9.818,34.451,0.005,34.451,0.008,10.383,0.411,28.61,-80.6,9.792,2.931,-0,24.531,0.01,334.036,11,0.001,0,200.779,143.647,1.661,0.047,287623.585,0,0.107,0.735,0.753,0.255,0.36,0.12,0.602,0.993,-0,0,0,0,0,0.007,0.002,34.4,9.294,40.858,0.01,2.136,14.388,1002.215,340.018,0.016,0.093
4.49,94.231,9.611,-9.797,14.144,9.806,34.604,0.005,34.604,0.008,10.377,0.417,28.61,-80.6,9.792,3.064,-0,28.615,0.011,334.036,11,0.001,0,200.666,143.647,1.658,0.047,286745.49,0,0.107,0.735,0.754,0.255,0.36,0.12,0.63,1.036,-0,0,0,0,0,0.009,0.002,34.4,9.294,40.467,0.01,2.192,14.387,1002.198,340.018,0.015,0.094
4.504,94.366,9.472,-9.792,14.045,9.8,34.751,0.005,34.751,0.008,10.371,0.416,28.61,-80.6,9.792,3.103,-0,32.655,0.01,334.036,11,0.001,0,200.633,143.647,1.657,0.046,285697.829,0,0.106,0.735,0.755,0.255,0.36,0.12,0.639,1.047,0,0,0,0,0,0.012,0.002,34.4,9.294,40.032,0.01,2.231,14.387,1002.182,340.017,0.014,0.094
4.518,94.499,9.333,-9.794,13.948,9.803,34.898,0.005,34.898,0.008,10.365,0.406,28.61,-80.6,9.792,3.01,-0,36.56,0.011,334.036,11,0.001,0,200.711,143.647,1.659,0.046,284139.464,0,0.105,0.735,0.754,0.255,0.36,0.12,0.619,1.012,-0,0,0,0,0,0.015,0.002,34.4,9.294,39.543,0.01,2.233,14.386,1002.167,340.017,0.014,0.094
