# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.318,18.27,24.735,14.025,25.335,16.611,2.212,0,2.212,0.002,5.483,8.901,28.61,-80.6,9.792,2.724,-0,30.464,0.001,339.406,16.37,0.001,0,200.97,145.33,1.617,0.076,469926.034,8.915,0.287,0.744,0.76,0.255,0.369,0.121,0.558,0.898,0,0,0,0,0,0.004,0.003,34.4,9.294,70.9,0.003,1.786,14.881,1011.107,340.317,0.006,0.035
1.325,18.431,24.826,14.078,25.437,16.577,2.247,0,2.247,0.002,5.54,8.753,28.61,-80.6,9.792,2.43,0,34.266,0.001,339.36,16.323,0.001,0,201.221,145.316,1.625,0.076,471855.877,8.915,0.288,0.745,0.757,0.255,0.369,0.121,0.495,0.801,0,0,0,0,0,0.005,0.003,34.4,9.294,71.11,0.003,1.795,14.88,1011.088,340.316,0.006,0.035
1.332,18.611,24.928,14.143,25.55,16.537,2.288,0,2.288,0.002,5.603,8.569,28.61,-80.6,9.792,2.079,0,37.992,-0,339.308,16.271,0.001,0,201.525,145.299,1.634,0.076,474006.885,8.915,0.29,0.745,0.754,0.255,0.369,0.121,0.422,0.684,-0,0,0,0,0,0.006,0.003,34.4,9.294,71.372,0.003,1.805,14.879,1011.067,340.316,0.007,0.035
1.34,18.82,25.047,14.223,25.681,16.486,2.335,0,2.335,0.002,5.674,8.337,28.61,-80.6,9.792,1.646,0,41.591,-0,339.248,16.211,0.001,0,201.904,145.281,1.646,0.077,476503.796,8.915,0.292,0.745,0.751,0.255,0.369,0.121,0.332,0.539,0,0,0,0,0,0.007,0.003,34.4,9.294,71.706,0.003,1.816,14.878,1011.043,340.315,0.008,0.035
1.351,19.084,25.197,14.328,25.847,16.42,2.395,0,2.395,0.002,5.76,8.021,28.61,-80.6,9.792,1.073,-0,44.91,-0,339.172,16.136,0.001,0,202.416,145.258,1.662,0.077,479644.914,8.915,0.294,0.745,0.747,0.255,0.369,0.121,0.214,0.348,-0,0,0,0,0,0.008,0.003,34.4,9.294,72.161,0.003,1.832,14.876,1011.012,340.314,0.011,0.035
1.366,19.483,25.424,14.485,26.096,16.315,2.487,0,2.487,0.002,5.882,7.508,28.61,-80.6,9.792,0.148,-0,47.104,0.002,339.059,16.022,0.001,0,203.264,145.223,1.687,0.078,484462.069,8.916,0.299,0.745,0.745,0.255,0.37,0.121,0.029,0.041,-0,0,0,0,0,0.009,0.003,34.4,9.294,72.891,0.002,1.874,14.873,1010.965,340.312,0.016,0.036
1.39,20.089,25.769,14.696,26.47,16.165,2.628,0,2.628,0.002,6.05,6.733,28.61,-80.6,9.792,1.186,-0,-43.791,0.008,338.889,15.852,0.001,0,202.316,145.17,1.661,0.079,491692.021,8.916,0.31,0.745,0.748,0.255,0.37,0.121,0.237,0.401,-0,0,0,0,0,-0.007,0.003,34.4,9.294,73.982,0.002,1.937,14.869,1010.894,340.31,0.024,0.036
1.403,20.425,25.961,14.795,26.676,16.091,2.707,0,2.707,0.002,6.135,6.326,28.61,-80.6,9.792,1.85,0,-38.694,0,338.795,15.759,0.001,0,201.727,145.141,1.645,0.08,495637.892,8.917,0.316,0.745,0.753,0.255,0.37,0.121,0.374,0.62,0,0,0,0,0,-0.006,0.003,34.4,9.294,74.521,0.002,1.967,14.867,1010.854,340.308,0.013,0.036
1.411,20.643,26.085,14.847,26.809,16.05,2.759,0,2.759,0.002,6.187,6.097,28.61,-80.6,9.792,2.205,0,-34.28,-0.001,338.735,15.699,0.001,0,201.418,145.122,1.636,0.08,498128.811,8.917,0.321,0.746,0.756,0.255,0.37,0.121,0.448,0.738,-0,0,0,0,0,-0.004,0.003,34.4,9.294,74.827,0.002,1.977,14.866,1010.829,340.308,0.008,0.036
1.418,20.826,26.189,14.883,26.92,16.02,2.802,0,2.802,0.002,6.229,5.927,28.61,-80.6,9.792,2.466,-0,-30.018,0.001,338.685,15.648,0.001,0,201.193,145.107,1.63,0.081,500202.261,8.917,0.325,0.746,0.758,0.255,0.37,0.121,0.503,0.823,-0,0,0,0,0,-0.003,0.003,34.4,9.294,75.052,0.001,1.985,14.865,1010.808,340.307,0.007,0.036
1.425,20.988,26.282,14.911,27.018,15.996,2.841,0,2.841,0.002,6.265,5.793,28.61,-80.6,9.792,2.669,-0,-25.833,0.002,338.64,15.604,0.001,0,201.02,145.093,1.626,0.081,502041.429,8.917,0.328,0.746,0.761,0.255,0.37,0.121,0.546,0.89,-0,0,0,0,0,-0.002,0.003,34.4,9.294,75.225,0.001,1.993,14.864,1010.788,340.306,0.006,0.037
1.43,21.138,26.366,14.931,27.108,15.977,2.877,0,2.877,0.002,6.298,5.686,28.61,-80.6,9.792,2.83,-0,-21.696,0.002,338.599,15.563,0.001,0,200.884,145.08,1.622,0.081,503728.269,8.918,0.331,0.746,0.762,0.255,0.37,0.121,0.58,0.943,-0,0,0,0,0,-0.002,0.003,34.4,9.294,75.361,0.001,2,14.863,1010.771,340.306,0.006,0.037
1.436,21.279,26.446,14.947,27.193,15.962,2.91,0,2.91,0.003,6.328,5.601,28.61,-80.6,9.792,2.957,0,-17.588,0.002,338.561,15.525,0.001,0,200.776,145.069,1.619,0.081,505307.314,8.918,0.334,0.746,0.764,0.255,0.37,0.121,0.608,0.985,-0,0,0,0,0,-0.001,0.004,34.4,9.294,75.465,0.001,2.006,14.862,1010.754,340.305,0.005,0.037
