# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.711,72.996,77.425,35.439,77.76,35.698,4.988,0.001,4.988,0.007,7.208,4.293,28.61,-80.6,9.792,0.185,-0,3.785,-0.001,477.633,40.634,0.009,0,347.724,228.961,1.903,0.229,2419355.769,26.774,5.075,0.449,0.449,0.185,0.137,0.127,0.029,0.057,-0,0,0,0,0,0,0.01,62.4,30.582,83.687,0.008,1.611,14.526,1004.689,340.101,0.013,0.05
1.727,74.2,77.972,35.181,78.31,35.486,5.1,0.001,5.1,0.007,7.277,4.648,28.61,-80.6,9.792,0.101,0,6.941,-0.014,477.303,40.303,0.009,0,347.885,228.814,1.908,0.231,2436216.514,26.728,5.148,0.449,0.449,0.185,0.137,0.127,0.016,0.03,0,0,0,0,0,0,0.01,62.4,30.582,83.6,0.008,1.606,14.518,1004.548,340.097,0.015,0.051
1.75,76.022,78.781,34.677,79.127,35.086,5.271,0.001,5.271,0.007,7.393,5.345,28.61,-80.6,9.792,0.059,-0,-7.206,0.091,476.807,39.808,0.009,0,347.976,228.592,1.913,0.233,2461218.892,26.614,5.258,0.45,0.45,0.185,0.137,0.127,0.009,0.018,-0,0,0,0,0,-0,0.01,62.4,30.582,83.42,0.008,1.599,14.506,1004.334,340.089,0.023,0.051
1.785,78.79,79.972,34.022,80.331,34.453,5.532,0.001,5.532,0.007,7.586,5.434,28.61,-80.6,9.792,0.068,-0,-2.69,-0.003,476.064,39.064,0.009,0,347.985,228.259,1.919,0.237,2498655.555,26.443,5.424,0.45,0.45,0.185,0.137,0.127,0.011,0.021,-0,0,0,0,0,-0,0.01,62.4,30.582,83.243,0.005,1.753,14.488,1004.009,340.079,0.035,0.051
1.812,80.997,80.892,33.424,81.261,33.848,5.742,0.001,5.742,0.007,7.734,5.34,28.61,-80.6,9.792,0.05,-0,-0.632,0.063,475.478,38.479,0.009,0,348.037,227.997,1.924,0.24,2527383.991,26.259,5.553,0.45,0.45,0.185,0.138,0.127,0.008,0.015,-0,0,0,0,0,-0,0.01,62.4,30.582,83.214,0.003,1.821,14.474,1003.75,340.07,0.027,0.051
1.853,84.355,82.235,32.424,82.617,32.792,6.065,0.001,6.065,0.007,7.943,4.899,28.61,-80.6,9.792,0.02,0,0.225,-0.082,474.63,37.63,0.009,0,348.12,227.614,1.931,0.244,2568790.243,25.916,5.743,0.451,0.451,0.185,0.138,0.128,0.003,0.007,-0,0,0,0,0,0,0.011,62.4,30.582,83.249,0.012,1.822,14.452,1003.357,340.057,0.041,0.052
1.903,88.505,83.75,30.07,84.148,30.456,6.468,0.001,6.468,0.007,8.175,4.829,28.61,-80.6,9.792,0.022,0,-0.463,-0.059,473.617,36.617,0.009,0,348.151,227.156,1.939,0.248,2615276.805,24.979,5.96,0.451,0.451,0.185,0.138,0.128,0.003,0.006,0,0,0,0,0,-0,0.011,62.4,30.582,83.24,-0.004,1.76,14.425,1002.87,340.04,0.05,0.052
1.953,92.726,85.085,26.529,85.498,26.869,6.882,0.001,6.882,0.007,8.394,4.259,28.61,-80.6,9.792,0.007,0,-1.152,-0.241,472.68,35.681,0.009,0,348.207,226.731,1.947,0.252,2656108.328,23.442,6.155,0.452,0.452,0.185,0.138,0.128,0.001,0.002,0,0,0,0,0,-0,0.011,62.4,30.582,83.232,0.001,1.691,14.397,1002.375,340.024,0.05,0.052
2.003,97.005,86.096,20.093,86.522,20.397,7.306,0.001,7.306,0.007,8.569,3.507,28.61,-80.6,9.792,0.008,-0,1.596,0.019,472.013,35.013,0.009,0,348.229,226.427,1.952,0.255,2687006.475,20.509,6.305,0.452,0.452,0.185,0.138,0.128,0.001,0.003,-0,0,0,0,0,0,0.011,62.4,30.582,83.227,0.019,1.687,14.369,1001.873,340.007,0.05,0.052
2.053,101.325,86.705,12.029,87.14,12.376,7.738,0.001,7.738,0.007,8.69,2.913,28.61,-80.6,9.792,0.051,-0,-5.574,-0.014,471.527,34.528,0.009,0,348.166,226.205,1.955,0.257,2705974.421,16.78,6.399,0.452,0.452,0.185,0.138,0.129,0.008,0.016,-0,0,0,0,0,-0,0.011,62.4,30.582,83.072,0.013,1.872,14.341,1001.366,339.99,0.05,0.053
2.103,105.666,86.904,3.96,87.346,4.315,8.174,0.001,8.174,0.007,8.78,1.714,28.61,-80.6,9.792,0.004,0,-0.183,-0.073,471.042,34.042,0.009,0,348.256,225.983,1.96,0.258,2712018.348,12.959,6.43,0.452,0.452,0.185,0.138,0.129,0.001,0.001,0,0,0,0,0,-0,0.011,62.4,30.582,82.898,0.012,2.003,14.313,1000.857,339.973,0.05,0.053
2.153,110.006,86.701,-3.992,87.148,4.027,8.614,0.001,8.614,0.007,8.82,0.525,28.61,-80.6,9.792,0.039,0,0.928,-0.096,470.556,33.557,0.009,0,348.189,225.76,1.962,0.257,2705190.399,9.138,6.398,0.452,0.452,0.185,0.138,0.129,0.006,0.012,-0,0,0,0,0,0,0.011,62.4,30.582,82.854,0.006,2.046,14.285,1000.348,339.956,0.05,0.053
2.203,114.326,86.102,-11.872,86.551,11.877,9.055,0.001,9.055,0.007,8.805,0.338,28.61,-80.6,9.792,0.014,0,0.573,0.041,470.071,33.072,0.008,0,348.221,225.537,1.966,0.255,2685832.302,5.317,6.306,0.452,0.452,0.185,0.138,0.128,0.002,0.004,0,0,0,0,0,0,0.011,62.4,30.582,82.831,0.01,2.041,14.257,999.842,339.939,0.05,0.053
2.242,117.633,85.356,-19.23,85.804,19.274,9.394,0.001,9.394,0.007,8.751,1.305,28.61,-80.6,9.792,0.019,0,3.873,0.21,469.999,33,0.008,0,348.194,225.504,1.966,0.253,2662543.544,1.719,6.195,0.452,0.452,0.185,0.138,0.128,0.003,0.006,0,0,0,0,0,0,0.011,62.4,30.582,82.755,0.001,2.168,14.235,999.454,339.926,0.039,0.054
2.29,121.677,84.273,-22.556,84.719,22.6,9.809,0.001,9.809,0.007,8.677,1.41,28.61,-80.6,9.792,0.056,0,1.107,0.028,469.999,33,0.008,0,348.104,225.504,1.965,0.25,2628182.279,0,6.034,0.451,0.451,0.185,0.138,0.128,0.009,0.017,0,0,0,0,0,0,0.011,62.4,30.582,82.602,0.005,2.165,14.209,998.979,339.91,0.048,0.054
2.324,124.539,83.508,-22.299,83.953,22.35,10.104,0.001,10.104,0.008,8.63,1.517,28.61,-80.6,9.792,0.025,0,1.486,-0.026,469.999,33,0.008,0,348.143,225.504,1.965,0.248,2603798.913,0,5.92,0.451,0.451,0.185,0.138,0.128,0.004,0.008,-0,0,0,0,0,0,0.011,62.4,30.582,82.618,0.005,2.128,14.19,998.644,339.898,0.034,0.054
2.374,128.686,82.403,-21.899,82.845,21.985,10.534,0.001,10.534,0.008,8.543,1.95,28.61,-80.6,9.792,0.089,-0,2.66,0.097,469.999,33,0.008,0,348.005,225.504,1.963,0.244,2568854.505,0,5.759,0.451,0.451,0.185,0.138,0.128,0.014,0.028,-0,0,0,0,0,0,0.011,62.4,30.582,82.704,0.006,2.154,14.164,998.157,339.882,0.05,0.054
2.398,130.659,81.879,-21.742,82.319,21.827,10.738,0.001,10.738,0.008,8.495,1.921,28.61,-80.6,9.792,0.085,0,4.323,0.025,469.999,33,0.008,0,348.001,225.504,1.963,0.243,2552454.26,0,5.685,0.451,0.451,0.185,0.138,0.128,0.013,0.026,0,0,0,0,0,0,0.011,62.4,30.582,82.642,0.002,2.213,14.151,997.926,339.874,0.024,0.055
2.424,132.767,81.319,-21.644,81.757,21.685,10.957,0.001,10.957,0.008,8.453,1.336,28.61,-80.6,9.792,0.055,0,-4.68,-0.01,469.999,33,0.008,0,348.042,225.504,1.964,0.241,2534484.066,0,5.604,0.45,0.45,0.185,0.138,0.128,0.009,0.017,-0,0,0,0,0,-0,0.01,62.4,30.582,82.5,0.007,2.16,14.137,997.679,339.866,0.026,0.055
2.462,135.882,80.489,-21.399,80.927,21.436,11.282,0.002,11.282,0.008,8.413,1.258,28.61,-80.6,9.792,0.067,-0,2.969,-0.052,469.999,33,0.008,0,348.002,225.504,1.963,0.239,2507934.581,0,5.485,0.45,0.45,0.185,0.137,0.127,0.011,0.021,0,0,0,0,0,0,0.01,62.4,30.582,82.447,0.011,2.072,14.117,997.313,339.854,0.039,0.055
2.481,137.428,80.078,-21.27,80.516,21.309,11.444,0.002,11.444,0.008,8.391,1.291,28.61,-80.6,9.792,0.055,0,5.276,-0.046,469.999,33,0.008,0,348.015,225.504,1.963,0.238,2494808.231,0,5.426,0.45,0.45,0.185,0.137,0.127,0.009,0.017,0,0,0,0,0,0,0.01,62.4,30.582,82.527,0.005,2.035,14.107,997.132,339.848,0.019,0.055
2.51,139.732,79.467,-21.022,79.904,21.097,11.685,0.002,11.685,0.008,8.346,1.776,28.61,-80.6,9.792,0.08,0,-3.864,-0.012,469.999,33,0.008,0,347.958,225.504,1.962,0.236,2475297.751,0,5.341,0.45,0.45,0.185,0.137,0.127,0.013,0.024,-0,0,0,0,0,-0,0.01,62.4,30.582,82.685,-0.005,1.989,14.092,996.862,339.838,0.029,0.056
2.537,141.874,78.901,-20.836,79.336,20.924,11.91,0.002,11.91,0.008,8.293,1.912,28.61,-80.6,9.792,0.123,0,0.753,-0.051,469.999,33,0.008,0,347.869,225.504,1.961,0.234,2457236.056,0,5.262,0.45,0.45,0.185,0.137,0.127,0.02,0.038,-0,0,0,0,0,0,0.01,62.4,30.582,82.735,-0.006,1.959,14.078,996.611,339.83,0.027,0.056
2.556,143.351,78.511,-20.74,78.944,20.814,12.066,0.002,12.066,0.008,8.258,1.751,28.61,-80.6,9.792,0.085,0,4.027,-0.039,469.999,33,0.008,0,347.929,225.504,1.962,0.233,2444793.403,0,5.208,0.45,0.45,0.185,0.137,0.127,0.013,0.027,0,0,0,0,0,0,0.01,62.4,30.582,82.684,0.003,1.94,14.068,996.437,339.824,0.019,0.056
2.584,145.554,77.929,-20.631,78.36,20.67,12.298,0.002,12.298,0.008,8.216,1.271,28.61,-80.6,9.792,0.04,0,-4.408,-0.19,469.999,33,0.008,0,347.996,225.504,1.963,0.231,2426285.519,0,5.128,0.449,0.449,0.185,0.137,0.127,0.006,0.013,-0,0,0,0,0,-0,0.01,62.4,30.582,82.541,0.022,1.918,14.054,996.179,339.816,0.028,0.057
2.627,148.828,77.061,-20.375,77.493,20.417,12.644,0.002,12.644,0.008,8.171,1.312,28.61,-80.6,9.792,0.023,-0,1.282,0.043,469.999,33,0.008,0,348.009,225.504,1.963,0.229,2398949.82,0,5.011,0.449,0.449,0.185,0.137,0.127,0.004,0.008,-0,0,0,0,0,0,0.01,62.4,30.582,82.459,0.019,1.919,14.033,995.795,339.803,0.042,0.057
2.66,151.425,76.375,-20.155,76.806,20.211,12.92,0.002,12.92,0.008,8.127,1.497,28.61,-80.6,9.792,0.034,0,-1.322,0.039,469.999,33,0.008,0,347.975,225.504,1.963,0.227,2377397.947,0,4.92,0.449,0.449,0.185,0.137,0.127,0.005,0.011,-0,0,0,0,0,-0,0.01,62.4,30.582,82.524,-0.008,1.947,14.016,995.49,339.792,0.034,0.057
2.71,155.218,75.375,-19.902,75.803,19.943,13.324,0.002,13.324,0.008,8.044,1.291,28.61,-80.6,9.792,0.02,0,-4.812,-0.52,469.999,33,0.008,0,347.981,225.504,1.963,0.224,2346056.65,0,4.789,0.449,0.449,0.185,0.137,0.127,0.003,0.006,0,0,0,0,0,-0,0.01,62.4,30.582,82.466,0.002,2.012,13.991,995.045,339.777,0.05,0.058
2.755,158.528,74.502,-19.673,74.928,19.709,13.678,0.002,13.678,0.008,7.985,1.189,28.61,-80.6,9.792,0.045,0,-1.789,-0.291,469.999,33,0.008,0,347.92,225.504,1.962,0.221,2318631.054,0,4.676,0.448,0.448,0.185,0.137,0.126,0.007,0.014,0,0,0,0,0,-0,0.01,62.4,30.582,82.282,0.028,2.04,13.97,994.657,339.764,0.044,0.058
2.805,162.229,73.525,-19.385,73.951,19.431,14.076,0.002,14.076,0.008,7.928,1.34,28.61,-80.6,9.792,0.008,-0,0.453,0.068,469.999,33,0.008,0,347.966,225.504,1.963,0.218,2288007.208,0,4.552,0.448,0.448,0.185,0.136,0.126,0.001,0.003,0,0,0,0,0,0,0.009,62.4,30.582,82.216,0.004,2.074,13.946,994.223,339.75,0.05,0.058
2.855,165.881,72.561,-19.119,72.986,19.166,14.471,0.002,14.471,0.008,7.868,1.346,28.61,-80.6,9.792,0.024,-0,-1.861,-0.058,469.999,33,0.008,0,347.919,225.504,1.962,0.216,2257150.032,0,4.428,0.448,0.448,0.185,0.136,0.126,0.004,0.008,-0,0,0,0,0,-0,0.009,62.4,30.582,82.292,-0.004,1.946,13.922,993.795,339.735,0.05,0.058
2.905,169.485,71.612,-18.868,72.035,18.914,14.862,0.002,14.862,0.008,7.796,1.328,28.61,-80.6,9.792,0.027,0,3.022,0.075,469.999,33,0.008,0,347.896,225.504,1.961,0.213,2227292.133,0,4.31,0.448,0.448,0.185,0.136,0.126,0.004,0.008,0,0,0,0,0,0,0.009,62.4,30.582,82.319,0.002,1.958,13.898,993.372,339.721,0.05,0.059
2.948,172.556,70.803,-18.676,71.225,18.712,15.197,0.002,15.197,0.008,7.739,1.164,28.61,-80.6,9.792,0.02,0,-2.241,-0.07,469.999,33,0.008,0,347.893,225.504,1.961,0.21,2201782.659,0,4.21,0.447,0.447,0.186,0.136,0.126,0.003,0.006,0,0,0,0,0,-0,0.009,62.4,30.582,82.199,0.017,1.948,13.878,993.012,339.709,0.043,0.059
2.998,176.073,69.875,-18.434,70.296,18.472,15.583,0.002,15.583,0.008,7.683,1.177,28.61,-80.6,9.792,0.009,-0,-0.602,0.117,469.999,33,0.008,0,347.895,225.504,1.961,0.208,2172752.976,0,4.099,0.447,0.447,0.186,0.136,0.126,0.001,0.003,-0,0,0,0,0,-0,0.009,62.4,30.582,82.091,0.011,1.978,13.856,992.6,339.695,0.05,0.059
3.048,179.544,68.959,-18.194,69.379,18.235,15.965,0.002,15.965,0.008,7.626,1.217,28.61,-80.6,9.792,0.013,0,0.607,0.013,469.999,33,0.008,0,347.871,225.504,1.961,0.205,2143982.385,0,3.989,0.447,0.447,0.186,0.136,0.125,0.002,0.004,-0,0,0,0,0,0,0.009,62.4,30.582,82.076,0.006,1.977,13.833,992.193,339.682,0.05,0.059
3.098,182.969,68.055,-17.97,68.474,18.009,16.345,0.002,16.345,0.008,7.565,1.181,28.61,-80.6,9.792,0.01,0,1.405,-0.334,469.999,33,0.008,0,347.861,225.504,1.961,0.202,2115558.77,0,3.883,0.447,0.447,0.186,0.136,0.125,0.002,0.003,0,0,0,0,0,0,0.009,62.4,30.582,82.048,0.017,1.969,13.811,991.791,339.668,0.05,0.06
3.148,186.349,67.162,-17.757,67.58,17.792,16.722,0.002,16.722,0.008,7.506,1.122,28.61,-80.6,9.792,0.005,0,-1.455,-0.799,469.999,33,0.008,0,347.854,225.504,1.961,0.2,2087566.976,0,3.779,0.446,0.446,0.186,0.136,0.125,0.001,0.001,-0,0,0,0,0,-0,0.009,62.4,30.582,81.965,0.019,1.976,13.789,991.394,339.655,0.05,0.06
3.198,189.685,66.28,-17.54,66.697,17.577,17.096,0.003,17.096,0.009,7.448,1.141,28.61,-80.6,9.792,0.008,0,2.603,0.27,469.999,33,0.008,0,347.833,225.504,1.96,0.197,2060236.017,0,3.68,0.446,0.446,0.186,0.135,0.125,0.001,0.003,0,0,0,0,0,0,0.009,62.4,30.582,81.856,0.007,2.054,13.767,991.003,339.642,0.05,0.06
3.248,192.977,65.407,-17.344,65.824,17.375,17.467,0.003,17.467,0.009,7.395,1.035,28.61,-80.6,9.792,0.025,0,-1.167,-0.051,469.999,33,0.008,0,347.789,225.504,1.96,0.195,2032897.699,0,3.582,0.446,0.446,0.186,0.135,0.125,0.004,0.008,0,0,0,0,0,-0,0.008,62.4,30.582,81.745,0.005,2.049,13.746,990.617,339.629,0.05,0.06
3.298,196.226,64.545,-17.134,64.962,17.166,17.836,0.003,17.836,0.009,7.346,1.057,28.61,-80.6,9.792,0.006,0,0.232,-0.078,469.999,33,0.008,0,347.807,225.504,1.96,0.192,2005743.843,0,3.485,0.446,0.446,0.186,0.135,0.125,0.001,0.001,0,0,0,0,0,0,0.008,62.4,30.582,81.725,0.011,2.009,13.725,990.236,339.616,0.05,0.06
3.348,199.432,63.694,-16.913,64.11,16.957,18.201,0.003,18.201,0.009,7.287,1.221,28.61,-80.6,9.792,0.066,0,2.853,0.088,469.999,33,0.008,0,347.685,225.504,1.958,0.19,1979514.923,0,3.394,0.445,0.445,0.186,0.135,0.125,0.011,0.021,0,0,0,0,0,0,0.008,62.4,30.582,81.711,0.005,2.104,13.704,989.86,339.603,0.05,0.061
3.388,202.014,63.008,-16.775,63.422,16.81,18.497,0.003,18.497,0.009,7.238,1.076,28.61,-80.6,9.792,0.012,0,3.936,0.362,469.999,33,0.008,0,347.77,225.504,1.959,0.188,1958126.284,0,3.32,0.445,0.445,0.186,0.135,0.125,0.002,0.003,-0,0,0,0,0,0,0.008,62.4,30.582,81.569,0.001,2.125,13.687,989.557,339.593,0.041,0.061
3.438,205.144,62.173,-16.601,62.587,16.63,18.858,0.003,18.858,0.009,7.188,0.981,28.61,-80.6,9.792,0.024,0,-2.512,0.103,469.999,33,0.008,0,347.736,225.504,1.959,0.185,1932435.743,0,3.233,0.445,0.445,0.186,0.135,0.124,0.004,0.007,0,0,0,0,0,-0,0.008,62.4,30.582,81.364,0.002,2.209,13.667,989.19,339.581,0.05,0.061
3.488,208.232,61.348,-16.409,61.762,16.442,19.216,0.003,19.216,0.009,7.14,1.043,28.61,-80.6,9.792,0.007,0,2.398,-0.734,469.999,33,0.008,0,347.753,225.504,1.959,0.183,1907160.56,0,3.148,0.445,0.445,0.186,0.135,0.124,0.001,0.002,0,0,0,0,0,0,0.008,62.4,30.582,81.238,0.015,2.314,13.646,988.828,339.569,0.05,0.062
3.538,211.279,60.531,-16.246,60.945,16.272,19.572,0.003,19.572,0.009,7.09,0.918,28.61,-80.6,9.792,0.041,0,-1.64,-0.11,469.999,33,0.008,0,347.68,225.504,1.958,0.18,1881616.237,0,3.063,0.445,0.445,0.186,0.135,0.124,0.006,0.013,0,0,0,0,0,-0,0.008,62.4,30.582,81.141,0.017,2.298,13.627,988.471,339.557,0.05,0.062
3.588,214.285,59.723,-16.064,60.138,16.091,19.925,0.003,19.925,0.009,7.046,0.938,28.61,-80.6,9.792,0.021,0,0.384,-0.1,469.999,33,0.008,0,347.703,225.504,1.958,0.178,1856176.533,0,2.98,0.444,0.444,0.186,0.135,0.124,0.003,0.007,0,0,0,0,0,0,0.008,62.4,30.582,81.124,0,2.241,13.607,988.118,339.545,0.05,0.062
3.638,217.251,58.925,-15.869,59.339,15.906,20.276,0.003,20.276,0.009,6.995,1.084,28.61,-80.6,9.792,0.058,0,0.626,-0.029,469.999,33,0.008,0,347.624,225.504,1.957,0.176,1831332.753,0,2.9,0.444,0.444,0.186,0.134,0.124,0.009,0.018,-0,0,0,0,0,0,0.008,62.4,30.582,81.154,-0,2.25,13.588,987.77,339.533,0.05,0.062
3.688,220.178,58.136,-15.711,58.549,15.744,20.625,0.003,20.625,0.009,6.939,1.016,28.61,-80.6,9.792,0.034,0,3.278,0.038,469.999,33,0.008,0,347.654,225.504,1.958,0.173,1806841.904,0,2.822,0.444,0.444,0.186,0.134,0.124,0.005,0.01,0,0,0,0,0,0,0.008,62.4,30.582,81.057,0.013,2.274,13.569,987.427,339.522,0.05,0.063
3.738,223.065,57.354,-15.582,57.767,15.602,20.97,0.003,20.97,0.009,6.894,0.792,28.61,-80.6,9.792,0.069,-0,-2.263,-0.004,469.999,33,0.008,0,347.581,225.504,1.956,0.171,1782334.903,0,2.745,0.444,0.444,0.186,0.134,0.124,0.011,0.021,0,0,0,0,0,-0,0.007,62.4,30.582,80.871,0.02,2.239,13.55,987.088,339.51,0.05,0.063
3.788,225.913,56.578,-15.41,56.992,15.434,21.314,0.004,21.314,0.009,6.856,0.865,28.61,-80.6,9.791,0.023,0,0.107,-0.007,469.999,33,0.008,0,347.65,225.504,1.957,0.169,1758301.566,0,2.671,0.444,0.444,0.186,0.134,0.124,0.004,0.007,0,0,0,0,0,0,0.007,62.4,30.582,80.811,0.015,2.247,13.532,986.754,339.499,0.05,0.063
3.838,228.723,55.812,-15.232,56.226,15.265,21.656,0.004,21.656,0.009,6.809,1.004,28.61,-80.6,9.791,0.059,0,1.098,0.086,469.999,33,0.008,0,347.576,225.504,1.956,0.167,1734654.674,0,2.599,0.443,0.443,0.186,0.134,0.124,0.009,0.018,0,0,0,0,0,0,0.007,62.4,30.582,80.825,0.003,2.28,13.513,986.425,339.488,0.05,0.063
3.888,231.494,55.055,-15.098,55.468,15.124,21.995,0.004,21.995,0.01,6.759,0.882,28.61,-80.6,9.791,0.004,0,2.606,-0.27,469.999,33,0.008,0,347.663,225.504,1.958,0.164,1710915.462,0,2.527,0.443,0.443,0.186,0.134,0.124,0.001,0.002,-0,0,0,0,0,0,0.007,62.4,30.582,80.733,0.006,2.244,13.495,986.1,339.477,0.05,0.063
3.938,234.228,54.303,-14.957,54.717,14.98,22.332,0.004,22.332,0.01,6.717,0.834,28.61,-80.6,9.791,0.015,-0,-1.968,0.105,469.999,33,0.008,0,347.633,225.504,1.957,0.162,1687637.982,0,2.458,0.443,0.443,0.186,0.134,0.123,0.002,0.004,-0,0,0,0,0,-0,0.007,62.4,30.582,80.597,0.019,2.251,13.478,985.779,339.466,0.05,0.064
3.988,236.925,53.559,-14.817,53.973,14.839,22.667,0.004,22.667,0.01,6.677,0.801,28.61,-80.6,9.791,0.025,0,-1.493,-0.145,469.999,33,0.008,0,347.604,225.504,1.957,0.16,1664571.514,0,2.391,0.443,0.443,0.186,0.134,0.123,0.004,0.008,-0,0,0,0,0,-0,0.007,62.4,30.582,80.503,0.019,2.253,13.46,985.463,339.456,0.05,0.064
4.038,239.584,52.822,-14.657,53.237,14.686,23,0.004,23,0.01,6.634,0.92,28.61,-80.6,9.791,0.052,-0,1.793,0.007,469.999,33,0.008,0,347.546,225.504,1.956,0.158,1642056.105,0,2.326,0.443,0.443,0.186,0.133,0.123,0.008,0.016,-0,0,0,0,0,0,0.007,62.4,30.582,80.441,0.008,2.316,13.443,985.151,339.445,0.05,0.064
4.088,242.207,52.092,-14.554,52.507,14.571,23.33,0.004,23.33,0.01,6.592,0.694,28.61,-80.6,9.791,0.071,0,-1.993,0.04,469.999,33,0.008,0,347.501,225.504,1.955,0.156,1618931.621,0,2.26,0.442,0.442,0.186,0.133,0.123,0.011,0.022,-0,0,0,0,0,-0,0.007,62.4,30.582,80.332,0.006,2.215,13.426,984.843,339.435,0.05,0.064
4.138,244.794,51.366,-14.455,51.784,14.462,23.659,0.004,23.659,0.01,6.567,0.426,28.61,-80.6,9.791,0.218,0,3.661,-0.007,469.999,33,0.008,0,347.232,225.504,1.951,0.153,1595045.639,0,2.194,0.442,0.442,0.186,0.133,0.123,0.034,0.067,0,0,0,0,0,0,0.007,62.4,30.582,80.355,0.014,1.918,13.409,984.54,339.425,0.05,0.065
4.162,245.996,51.027,-14.372,51.447,14.382,23.813,0.004,23.813,0.01,6.558,0.539,28.61,-80.6,9.791,0.141,0,7.579,0.063,469.999,33,0.008,0,347.364,225.504,1.953,0.152,1584310.848,0,2.164,0.442,0.442,0.186,0.133,0.123,0.022,0.043,0,0,0,0,0,0,0.007,62.4,30.582,80.49,0.017,1.859,13.401,984.399,339.42,0.023,0.065
4.197,247.785,50.524,-14.192,50.944,14.233,24.044,0.004,24.044,0.01,6.528,1.081,28.61,-80.6,9.791,0.218,0,-5.778,0.035,469.999,33,0.008,0,347.221,225.504,1.951,0.151,1569028.078,0,2.122,0.442,0.442,0.186,0.133,0.123,0.034,0.067,0,0,0,0,0,-0,0.007,62.4,30.582,80.754,0.02,1.916,13.389,984.189,339.413,0.035,0.065
4.223,249.111,50.152,-14.088,50.571,14.15,24.215,0.004,24.215,0.01,6.495,1.323,28.61,-80.6,9.791,0.386,0,-0.868,0.026,469.999,33,0.008,0,346.919,225.504,1.946,0.15,1557556.377,0,2.092,0.442,0.442,0.186,0.133,0.123,0.061,0.119,-0,0,0,0,0,-0,0.006,62.4,30.582,80.851,0.019,1.937,13.381,984.033,339.408,0.026,0.065
4.24,249.937,49.92,-14.043,50.338,14.107,24.322,0.004,24.322,0.01,6.473,1.343,28.61,-80.6,9.791,0.406,0,3.249,0.004,469.999,33,0.008,0,346.882,225.504,1.945,0.149,1550392.959,0,2.072,0.442,0.442,0.186,0.133,0.123,0.064,0.126,0,0,0,0,0,0,0.006,62.4,30.582,80.831,0.017,1.949,13.375,983.937,339.404,0.017,0.066
4.256,250.741,49.693,-14.012,50.11,14.07,24.427,0.004,24.427,0.01,6.452,1.277,28.61,-80.6,9.791,0.367,0,7.01,0.013,469.999,33,0.008,0,346.947,225.504,1.946,0.149,1543465.236,0,2.054,0.442,0.442,0.186,0.133,0.123,0.058,0.113,-0,0,0,0,0,0,0.006,62.4,30.582,80.746,0.015,1.971,13.37,983.842,339.401,0.016,0.066
4.274,251.641,49.439,-13.988,49.855,14.035,24.544,0.004,24.544,0.01,6.43,1.143,28.61,-80.6,9.791,0.281,0,10.589,0.015,469.999,33,0.008,0,347.095,225.504,1.949,0.148,1535807.715,0,2.033,0.442,0.442,0.186,0.133,0.123,0.044,0.086,-0,0,0,0,0,0,0.006,62.4,30.582,80.584,0.013,2.018,13.364,983.737,339.398,0.018,0.066
4.298,252.822,49.104,-13.973,49.52,14.001,24.698,0.004,24.698,0.01,6.406,0.872,28.61,-80.6,9.791,0.098,0,13.242,0.07,469.999,33,0.008,0,347.415,225.504,1.954,0.147,1525747.736,0,2.006,0.442,0.442,0.186,0.133,0.123,0.015,0.03,0,0,0,0,0,0,0.006,62.4,30.582,80.29,0.011,2.08,13.357,983.598,339.393,0.024,0.066
4.334,254.579,48.601,-13.997,49.019,13.999,24.927,0.004,24.927,0.01,6.387,0.237,28.61,-80.6,9.791,0.342,0,-9.892,-0.014,469.999,33,0.008,0,346.977,225.504,1.947,0.145,1509839.112,0,1.964,0.442,0.442,0.186,0.133,0.123,0.054,0.106,-0,0,0,0,0,-0,0.006,62.4,30.582,79.838,0.01,1.998,13.345,983.392,339.386,0.036,0.067
4.353,255.472,48.343,-13.996,48.763,13.996,25.045,0.005,25.045,0.01,6.386,0.005,28.61,-80.6,9.791,0.506,0,-5.462,0.016,469.999,33,0.008,0,346.685,225.504,1.942,0.145,1501759.654,0,1.944,0.441,0.442,0.186,0.133,0.123,0.08,0.156,-0,0,0,0,0,-0,0.006,62.4,30.582,79.691,0.011,1.964,13.339,983.287,339.383,0.018,0.067
